279	39	76	xor
280	39	80	not
281	42	4	xor
282	42	8	xor
283	42	12	xor
284	42	16	xor
285	42	20	xor
286	42	24	xor
287	42	28	xor
288	42	32	xor
289	42	36	xor
290	42	40	xor
291	42	44	xor
292	42	48	xor
293	42	52	xor
294	42	56	xor
295	42	60	xor
296	42	64	xor
297	42	68	xor
298	42	72	xor
299	42	76	xor
300	42	80	not
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
21	1	2
22	2	3
23	3	4
24	4	5
25	5	6
26	6	7
27	7	8
28	8	9
29	9	10
30	10	11
31	11	12
32	12	13
33	13	14
34	14	15
35	15	16
36	16	17
37	17	18
38	18	19
39	19	20
40	20	None
41	21	22
42	22	23
43	23	24
44	24	25
45	25	26
46	26	27
47	27	28
48	28	29
49	29	30
50	30	31
51	31	32
52	32	33
53	33	34
54	34	35
55	35	36
56	36	37
57	37	38
58	38	39
59	39	40
60	40	None
61	41	42
62	42	43
63	43	44
64	44	45
65	45	46
66	46	47
67	47	48
68	48	49
69	49	50
70	50	51
71	51	52
72	52	53
73	53	54
74	54	55
75	55	56
76	56	57
77	57	58
78	58	59
79	59	60
80	60	None
81	61	62
82	62	63
83	63	64
84	64	65
85	65	66
86	66	67
87	67	68
88	68	69
89	69	70
90	70	71
91	71	72
92	72	73
93	73	74
94	74	75
95	75	76
96	76	77
97	77	78
98	78	79
99	79	80
100	80	None
101	81	82
102	82	83
103	83	84
104	84	85
105	85	86
106	86	87
107	87	88
108	88	89
109	89	90
110	90	91
111	91	92
112	92	93
113	93	94
114	94	95
115	95	96
116	96	97
117	97	98
118	98	99
119	99	100
120	100	None
121	101	102
122	102	103
123	103	104
124	104	105
125	105	106
126	106	107
127	107	108
128	108	109
129	109	110
130	110	111
131	111	112
132	112	113
133	113	114
134	114	115
135	115	116
136	116	117
137	117	118
138	118	119
139	119	120
140	120	None
141	121	122
142	122	123
143	123	124
144	124	125
145	125	126
146	126	127
147	127	128
148	128	129
149	129	130
150	130	131
151	131	132
152	132	133
153	133	134
154	134	135
155	135	136
156	136	137
157	137	138
158	138	139
159	139	140
160	140	None
161	141	142
162	142	143
163	143	144
164	144	145
165	145	146
166	146	147
167	147	148
168	148	149
169	149	150
170	150	151
171	151	152
172	152	153
173	153	154
174	154	155
175	155	156
176	156	157
177	157	158
178	158	159
179	159	160
180	160	None
181	161	162
182	162	163
183	163	164
184	164	165
185	165	166
186	166	167
187	167	168
188	168	169
189	169	170
190	170	171
191	171	172
192	172	173
193	173	174
194	174	175
195	175	176
196	176	177
197	177	178
198	178	179
199	179	180
200	180	None
201	181	182
202	182	183
203	183	184
204	184	185
205	185	186
206	186	187
207	187	188
208	188	189
209	189	190
210	190	191
211	191	192
212	192	193
213	193	194
214	194	195
215	195	196
216	196	197
217	197	198
218	198	199
219	199	200
220	200	None
221	201	202
222	202	203
223	203	204
224	204	205
225	205	206
226	206	207
227	207	208
228	208	209
229	209	210
230	210	211
231	211	212
232	212	213
233	213	214
234	214	215
235	215	216
236	216	217
237	217	218
238	218	219
239	219	220
240	220	None
241	221	222
242	222	223
243	223	224
244	224	225
245	225	226
246	226	227
247	227	228
248	228	229
249	229	230
250	230	231
251	231	232
252	232	233
253	233	234
254	234	235
255	235	236
256	236	237
257	237	238
258	238	239
259	239	240
260	240	None
261	241	242
262	242	243
263	243	244
264	244	245
265	245	246
266	246	247
267	247	248
268	248	249
269	249	250
270	250	251
271	251	252
272	252	253
273	253	254
274	254	255
275	255	256
276	256	257
277	257	258
278	258	259
279	259	260
280	260	None
281	261	262
282	262	263
283	263	264
284	264	265
285	265	266
286	266	267
287	267	268
288	268	269
289	269	270
290	270	271
291	271	272
292	272	273
293	273	274
294	274	275
295	275	276
296	276	277
297	277	278
298	278	279
299	279	280
300	280	None
